courseId,tag,lastUpdated,length,effort,price
55,66dffc94-878c-4fb1-a940-df82321e83e4,2020,2020-2021,459a348a-ad3e-484f-b6f3-9353f9594aad,30
98,32a644e5-6ad6-49ad-88da-e1911f6ef917,2020,2020-2021,4b2ada9f-845a-447f-9106-42c376dede36,19
217,5c3fde87-b886-41c0-a96e-6bddd2ebf5ac,2020,2020-2021,6a287a46-b0d1-4142-b413-abb476cfdd0e,74
62,573c4652-f590-4d54-bb77-972aff4e17f6,2020,2020-2021,d9ae60cd-a60f-4ea0-8d72-162b9a36a818,64
185,82388e37-e9fe-4192-a8d1-c297027f29cc,2020,2020-2021,d4aa569c-ef30-4e5f-a4cd-9a9e128320f5,66
102,7a248397-34a4-4cab-a8d9-c9e492c5943a,2020,2020-2021,196d95c5-b674-4fb7-a30d-c77a6917e370,19
196,0b6f30f7-029f-4edc-81da-5386f8f39ceb,2020,2020-2021,1919adb1-1cb5-44d5-9540-6b9fcb6844e6,53
166,1ce3903a-3f2b-4236-b27b-a6048e8c550f,2020,2020-2021,435cff00-9db4-42e5-b3ba-f0519d40df7e,76
181,703eaacd-3b2b-44d2-9413-25630f7c19b0,2020,2020-2021,203403eb-00c3-4489-9784-fac0b327a5e6,0
117,a09af2f5-5b65-4f46-8be1-ac7d45713c0e,2020,2020-2021,40d33764-a6c7-42e3-8d40-65bc78a2f44b,60
161,775a3f45-d323-4d1d-aeef-2050607d9915,2020,2020-2021,e52dff39-008e-499e-b7b8-282258afd3df,0
49,174d8909-cd4a-4e28-a3ac-0143d36e1a3c,2020,2020-2021,ade01d5d-cd34-474b-b553-9cc730c7261d,67
40,346a72ca-dee5-42df-b249-73be0b38cf6e,2020,2020-2021,276c916a-4a89-488c-8d29-2c86b9ba00e4,86
83,15132c00-30b1-4e4c-9b85-3da652ce6674,2020,2020-2021,408a6122-e3f5-4656-a1a0-7a13b6945f11,73
28,31f65ddd-6c34-476a-8d75-db87ff8a1d84,2020,2020-2021,657eda48-90a6-4d53-bd6b-4689bcf2ef42,23
31,fc8ebfe5-64d2-489c-8c92-fdae5ca9213e,2020,2020-2021,aee794b9-2ddf-4411-9067-d3fa2e47f4cd,2
181,6cd45cbc-5414-47d7-a795-083c79530d16,2020,2020-2021,e5d84805-36a0-4a45-b5d4-3db4fc4cb793,93
181,ba2a0f13-464a-4cd0-a74a-5e6cf128e862,2020,2020-2021,471f47e3-d7d6-47d0-bb93-3967172eca88,0
163,23d484f4-9ec5-4c99-9cd2-056ff8edfab8,2020,2020-2021,569c9d29-a34a-43c5-99f5-f8c9982f0632,32
166,7116e17e-d079-430d-a2aa-19e37feb86c1,2020,2020-2021,d6086f53-e7b8-4297-9a2f-b7f3af7dea2d,36
45,54d5c3bb-65f2-4e70-a082-1cd2a3397236,2020,2020-2021,249c5632-5378-4110-9599-2fee1d890154,74
192,ed11964e-1a7c-42d4-b270-2c2e7e4ca803,2020,2020-2021,a230d998-a295-4046-a64f-f709c6e8805c,81
186,9c9d0ae7-ae01-4f12-adba-ebfbec7461af,2020,2020-2021,0b02cf6f-38f8-4795-9973-7b68c35f22f9,58
85,ac8642de-4fef-48e9-a90a-254862a88e2d,2020,2020-2021,511ed4f1-9c45-4fcd-bd88-9da784a58f7f,30
210,b5ef4868-1ee6-490f-ad91-efeaaf1e7ce5,2020,2020-2021,fe543d72-05ef-4750-b511-3b671326bd36,61
15,e4e09618-31aa-4898-a5c6-21c0f0535d66,2020,2020-2021,73ebf73e-0f9a-4be2-ac0e-4c6bd5eaed91,93
191,44ebdb15-b54b-44eb-a093-d5077ef8e0c0,2020,2020-2021,e47166cb-fabe-4b9c-9b27-161cea731591,83
89,a82940d8-fa2e-41c9-ad7f-cfae220be294,2020,2020-2021,022c0ca6-02bf-45da-bede-1047e52e8633,33
142,20c44f59-17f0-409e-8254-e218c86931ab,2020,2020-2021,51289c1e-0133-40ca-a039-52fc5a676a97,63
171,72667bf7-0f75-422d-bde1-637c863703a8,2020,2020-2021,ba96efdd-909b-42e7-8b0c-b82158a03e71,15
138,84d073d5-0597-4b4d-b479-95dec8c1b944,2020,2020-2021,e68f25ea-b43b-4205-9d71-8e1042b2eb19,24
28,5725fbcd-e48a-48ca-8b3f-b5117452796e,2020,2020-2021,2fee35ef-3ee0-40c8-acac-50fc6e3beea9,58
205,9c008099-33a3-4ade-826a-28ed3975c995,2020,2020-2021,ec134e13-f63d-4d17-99f4-c19149376738,45
131,6db78f91-19c6-41b2-8ea0-69d1df40d82c,2020,2020-2021,d48e63bb-55cc-492f-b718-8723faa44dd9,76
111,b02fde85-495b-4a69-84ef-bbc4c386d803,2020,2020-2021,d8d8159b-e43f-4777-818c-dfe9f81be124,48
86,ae077e03-1adf-48ef-be91-53b62bb81376,2020,2020-2021,64758c96-72bd-4684-a752-cd87897b822b,63
165,18f7f011-5d11-435b-8276-fe34c6309d73,2020,2020-2021,22268d44-adf5-458f-b852-d5a915f358a8,75
98,71391932-71bf-4549-bb48-05346195c681,2020,2020-2021,f32cc812-2249-4f35-a256-0306720cf7a1,77
244,43f08763-5cfc-4abe-9a6c-cd3a42b05dbe,2020,2020-2021,8b92c6cb-1ed0-41ad-bf4b-75e4cd66e39a,68
200,5f6e9cd9-97bd-46f7-9b79-ec49f74594d4,2020,2020-2021,2276c51f-4f3b-47ea-8814-6785d3f8306a,8
186,d3337122-654c-48f5-b372-49c5c4b051de,2020,2020-2021,83590dd8-a48c-4e45-820e-27a979c30114,29
232,76950895-bd55-40a1-bd1a-ac70941a745c,2020,2020-2021,29d8db65-48a8-4482-8e74-9f18a2118818,16
82,49b28309-4f38-4d32-9e64-c25dd28404fc,2020,2020-2021,a5e5dd72-5dc6-4768-9124-adc59f3b87cb,90
167,b745b7b2-a615-4c17-99b8-0c0021355a84,2020,2020-2021,403e1d50-5ed7-40dd-8e6c-7e8ee09cf608,99
88,f1eca2a4-4565-4638-a23d-2ffa787bdc49,2020,2020-2021,ed2b121a-fde0-4f3e-815b-f9042e292a3b,97
238,c4c88fa4-8c3a-429e-a1a9-7d87bf99035b,2020,2020-2021,e12bfe62-a6a8-4c84-95c6-6a197b288a31,80
64,26476a08-bca7-4c7a-b112-62e3bf25d437,2020,2020-2021,1245ab3b-648b-46ea-b31c-7796825fb223,61
183,c2392d66-7f57-4ced-a90d-97a94b2bb0f7,2020,2020-2021,5fb46715-c8b8-48e8-b163-9f060b784e81,64
63,0bfb428d-c5e0-460a-a0fb-3cd3eb754b32,2020,2020-2021,cf287519-d341-49c2-9cad-2b9e5b58503b,2
27,64e8ad98-e9da-4bcd-b8a3-9de1e3ee1ab0,2020,2020-2021,134b5a21-f5db-4ba4-974d-0bc45fc759bf,77
48,c22586aa-a3c4-4f82-bc76-d8cdde370363,2020,2020-2021,9f82f7f4-943b-4fc0-b694-6c56db161a21,64
11,11324413-44e9-4532-b2b5-ccbd0f2f7f23,2020,2020-2021,c2bb7810-0319-49b3-b882-25c6fddde594,65
243,c7a8eb8c-b3d7-4740-8045-d417042a2bdc,2020,2020-2021,c8bef925-8e92-4a6b-8f52-54a573f4d0a8,78
147,e60791b6-0301-419b-ab77-f4322fe7149f,2020,2020-2021,65a1d4a2-79cc-40fc-868a-7f0a26e4c79a,62
24,4f36132e-3304-4258-80e4-a59cf1292f96,2020,2020-2021,32f18237-7316-477d-839f-627676179438,50
16,1a2a8b98-09ae-442a-b95d-aa78b83fe7bd,2020,2020-2021,48d6a5ed-84d2-4012-8eee-d19420b729dc,68
152,dd1d5bc6-1eb5-4070-a528-1c5284372d5f,2020,2020-2021,8f5c6c45-5810-46b6-b1a9-1030df746fa7,65
119,1502911f-e9cb-4b11-831a-44e496d0e315,2020,2020-2021,2edbcff2-39e9-4ad3-94c4-7cb9318f2061,46
162,65afcebd-e1b7-42ab-b456-4597674b556a,2020,2020-2021,ab91ce3c-0e6d-4842-8bec-3eac967dff50,49
30,75192d1b-8308-4738-bffa-66917376afcf,2020,2020-2021,e2d25b53-5c1c-475d-a361-a81e65047ec9,13
109,006a28c0-7ec5-4646-9772-aea19af46c9e,2020,2020-2021,ca21e5bd-fd51-465a-be0f-628a40d888aa,75
74,8af1ec89-d883-4530-bd96-dccdf544b9f1,2020,2020-2021,8d6c0977-53bd-4dd5-951b-549fb82d2c8c,65
137,8b9b59f5-6f27-4dcf-9dcc-5abce8ee280f,2020,2020-2021,118bf281-64ea-4916-8974-4b6aa3684436,40
201,ce33df99-7c3e-40f6-ab16-5b051db79b57,2020,2020-2021,85542292-98d5-4347-b177-b48da086aa86,26
213,5f2f0236-1490-49eb-8ca4-dbb494b1abd2,2020,2020-2021,4c8e03ef-bc82-44bc-b578-5995225ccdfd,31
167,705c4380-44dc-428f-ab2c-3fc773cc4f7a,2020,2020-2021,9fce9602-77e5-44aa-a51b-24e867be0ff9,49
40,fc7fd666-5dc8-4c02-8ba9-e7cc3238be24,2020,2020-2021,4a285b89-2d45-49fb-9262-190b2d547dc7,24
178,0dfdefde-515e-4f1a-967c-3b0c1a434904,2020,2020-2021,ad6eb4fe-1ff0-4e04-b532-baf68a76e019,13
172,91b2aae9-b817-461a-b530-b9bd7ce4a8bf,2020,2020-2021,0f22c174-1ecc-4816-ac6e-c2aab8f5df09,28
52,69053fae-597d-434e-b3dc-8a8d3574e688,2020,2020-2021,d13afd14-3674-433f-9f16-4e13b0013fbc,78
210,fce3d74d-c4e8-43ec-87d4-90a6842e106a,2020,2020-2021,90d4a84c-1460-4e98-a955-fbebc1701d13,90
0,47d5f6e9-c4bc-4b9d-b17a-c1e8f942d71b,2020,2020-2021,f72baf56-7134-4185-b3b2-b63d997936b6,42
169,2f3da95b-fc9e-4905-9f40-d79188a54d8b,2020,2020-2021,36f655bf-034c-4d34-a4d3-b4a9c07da60f,69
185,68cc065e-fcc2-4f49-a9ef-fc5ffbb04448,2020,2020-2021,7adc5bfb-c154-4ff0-9ede-1aa369c4d970,20
86,d487afdb-a863-491c-9166-d21069877a61,2020,2020-2021,a7588132-b7cd-48a5-b552-404fce29635e,18
2,5ac959ac-5ece-495d-a422-92208b955e96,2020,2020-2021,5a0994d0-c7c4-495a-b009-0a15038b1ea9,41
0,d032f921-933d-4180-b72c-4adc2d9e400a,2020,2020-2021,b00eb01c-2c9c-465b-989f-6e7022072c11,26
217,6f1c755f-c55d-4d2c-af5e-96e736050443,2020,2020-2021,1bc3d5ac-f276-43d2-8e8e-aa4bc34681b1,40
68,868e1312-45ec-449a-babb-09168eb90b2d,2020,2020-2021,21ad80ce-5976-434b-96e7-dcf9ac062526,89
127,6f2abc9f-c2db-49ee-89ac-da12727c1ed7,2020,2020-2021,3730a009-45b8-436f-acce-0bcd34d3887b,56
180,cfc5fc6e-0038-4d55-8aa2-bca66aa036b0,2020,2020-2021,ee8f2381-de46-49c1-946f-aab5280ec674,56
86,4fd8e442-7a83-4d49-99e5-b787de907499,2020,2020-2021,541af2b5-add3-4312-b6a0-2b9e8347997f,85
114,c3b770d8-d74e-4cd2-b9c5-cd72f9574bc2,2020,2020-2021,1841ccc3-9a05-43e2-9d8f-5e4336938f43,98
61,6fb7e439-5e2a-4623-b986-3fa09c82d28f,2020,2020-2021,e9e0ae85-3dba-4246-b7d3-b3987f3c67e9,71
114,54688b2a-2826-4272-a787-4ce41fe620e4,2020,2020-2021,9e3513f4-5197-4e9b-b8c5-c02f53ab8462,13
102,9aaf2c7c-6742-4f45-b034-73be8466328f,2020,2020-2021,b51609d8-87a2-4915-9e7d-f06a0551614f,50
5,c5ad3ab1-e651-45ee-bc4a-0afbae360516,2020,2020-2021,bae57b45-76ee-4aaf-aa7a-391b538612a6,37
59,28ed25af-c4ac-4582-bebe-022071b0634b,2020,2020-2021,caac995b-5ab0-4ec6-a2ac-fa6c6b47ed53,10
126,e4eda66c-774a-47f7-8f7c-50e456cb1438,2020,2020-2021,71e52a0d-5b5b-4113-be20-fb25f535c3e4,72
106,2a267389-37a5-49eb-9744-0f97ea6a9c07,2020,2020-2021,371382a7-3909-4a69-85b9-7ad4352eecdc,64
13,5bed79ae-6ff3-44ac-a61e-c47f2e21a873,2020,2020-2021,6a82294b-d062-4b01-9258-f65e3795c73d,94
212,ed6117e7-c1e1-4bfa-82b4-3e8f9af5985b,2020,2020-2021,fcdbce5d-da18-4e9f-ad07-3840818e4fac,2
223,0948e0fc-cad1-42ff-a6ea-21af5ea27d54,2020,2020-2021,681ecb47-1f15-4fe6-a6be-2900d4341dbc,66
199,3412fc15-9a44-4bce-b0dc-6807bdf2f9aa,2020,2020-2021,0f302859-7c06-4b4b-9a50-84b2546379d7,49
2,3ed547ea-0358-49f3-bd3b-5caed28c17e7,2020,2020-2021,76ab32c0-37da-4fa3-9e74-34f3e60e9b42,17
170,7ddaf300-83d6-4c97-8b53-348f7819d047,2020,2020-2021,47c5cbd1-acca-4015-b78d-c6b21f298049,18
101,f24866d1-0048-401e-9c04-0161791dc947,2020,2020-2021,84308729-1ff1-46c8-a78e-383c01cca930,52
112,a4122754-9fa0-45d4-89a7-154ce97f3090,2020,2020-2021,6e89f904-bdfa-47a7-9a80-8b06f0606d5b,32
49,8ef69805-6006-4c45-ab38-89824b2802e0,2020,2020-2021,c48ed222-e11f-46df-afc7-f4c15b244bf4,80
236,db413c37-fd90-4c8e-bdbe-8e596fa5e88b,2020,2020-2021,ded7d642-4b78-46dd-81b3-a0919c17c663,23
149,49197297-df8d-4d28-9220-5086490b3995,2020,2020-2021,a551ef10-6d7b-468b-95ed-767e197efbfa,87
124,a47c15dd-562e-4170-88de-47813bff8d91,2020,2020-2021,a390b4d6-2fcf-432e-906a-f82348ae4cf7,99
216,09b5fb2f-2aeb-49d3-bceb-2a3a251bbab3,2020,2020-2021,4dfed93c-999a-4497-b3ba-e6e521c92b6d,28
109,df609f74-b99d-42b2-9cd9-21c4ea97713c,2020,2020-2021,03e92b23-d4df-45cf-b0c7-7de39a602b8b,85
26,589d9f0c-7f53-46c6-ae7f-7a6652e59210,2020,2020-2021,ee881335-517c-4409-bcbb-8dd05e4a3ca1,25
213,cb3f0d8d-e6db-421f-aa60-ab425d09a6a3,2020,2020-2021,28cf121e-0552-4444-b911-881e9e7c4b09,25
181,ee53a6f4-330e-4144-a813-ade355b4d5dc,2020,2020-2021,c6f29cde-5cdb-4217-b8ed-789397bb3c53,70
162,ad019c36-2682-406c-9763-18ad8fd50f70,2020,2020-2021,eafac6b7-db04-48f1-b51f-82c0790ce76f,24
132,73f4c077-bcb2-4029-b7d6-5731145f2910,2020,2020-2021,cf5cecdc-ef6e-4314-8056-c948df3c61f2,20
70,437a2729-1977-4cfd-8f33-1bce7a890d20,2020,2020-2021,40ed175b-83a4-45e8-b5b2-632e425ab725,44
38,d5b9ada6-0ba0-42cf-ade7-f9e9c1c00db8,2020,2020-2021,a9b264f7-dcdf-4ff6-bc58-02f4d76736ee,45
119,8148b27c-cf32-47f0-8d1e-92e33e4ff584,2020,2020-2021,5dbdabe4-c1d5-4dfe-be15-2d9541f5e1c8,0
172,2f46b1b4-7578-4b77-9ac5-2696fe9b39c3,2020,2020-2021,3d34a1cc-b181-4eb3-9965-aaf9a2e19075,20
143,6a603343-f258-41d3-b543-3a677b4fd43b,2020,2020-2021,16875bb6-28c1-4b5b-b4bf-78a3ff36219a,87
250,264eb642-2919-4dce-8ad4-1a0c5561cee9,2020,2020-2021,27369f12-0563-4b1c-8ced-8c26f195933a,12
234,d081c591-bdad-4a9f-9b6f-c037d7dea0b6,2020,2020-2021,36c58600-395f-4970-a3ad-08fc6bdeb83d,16
63,06e18e7c-96b2-4ee9-9ff2-7b3ed6b922d3,2020,2020-2021,1bca1f80-d87a-4366-87bd-e6a2663bd23c,82
240,082f47b9-6f6f-488a-8733-a025535ee815,2020,2020-2021,64a9f309-ccac-4ec2-8e43-b4e35a3f5475,51
188,ffc2d7b1-ced7-4f47-9fc5-f76b9066e883,2020,2020-2021,ced5b9a9-f635-4bbe-b78d-968f611ea09b,50
53,c61f3640-6996-4317-a784-481efd316689,2020,2020-2021,cd6de9b6-45fc-4d1a-b23e-0144fb7954f0,45
53,7b8b3d34-3c09-4730-8568-a1d6e7e484ea,2020,2020-2021,faba5278-3c65-4664-8687-60f9da01cda5,30
98,e97aa922-3515-456e-a471-96453b32a6a4,2020,2020-2021,2f70405f-43c1-42cc-b919-1ffda93beae6,27
58,46e3b281-25e4-4ecb-af0a-df26d02731ff,2020,2020-2021,26249f69-de9c-48ae-bb67-08bc005e896f,59
176,a2ce0724-bb4f-4203-a69e-c39b4397b61d,2020,2020-2021,e42b811e-21f3-46fe-83e7-9d9c79e287fd,42
2,8111bb5e-6aee-4dd7-b545-538fe7a6d14b,2020,2020-2021,948df2dc-8856-42f1-9aba-0f52b0920c19,51
232,ad2e9741-ee3b-470c-8e0a-86a6d38f5a12,2020,2020-2021,a3b50396-99a7-4d10-8b04-9b5ae7d72f4b,7
178,2e503f26-f4a8-47de-95a0-9f96243ccfb9,2020,2020-2021,9e21996e-0267-45f0-9458-16c2f779770e,30
193,f9d4c0b9-c6bd-49d1-bf42-4fff22de1fcd,2020,2020-2021,39ac1c7c-f4c1-4ea3-afb1-3b5d8abb6fd7,95
45,46dcfd22-ceb0-4987-a5f3-322e357c53b1,2020,2020-2021,6fa24c95-6619-4497-954b-1232ee9cb47c,38
195,b35870ca-f9f1-434b-a43b-6bb70f387b4c,2020,2020-2021,4f7546ae-4724-4130-bbc9-a62cdb79313d,63
116,3d72ac38-5d82-47d8-a6d8-72304dd5b9bf,2020,2020-2021,c7b94694-54a3-46a1-ae5b-99c5d799025e,36
131,14735786-b2dd-4e04-b31e-6e67594c4b2c,2020,2020-2021,96c4314e-247a-42d3-8202-12f36fc401d7,2
82,30384275-83e8-4ba8-806c-c8ee6e657370,2020,2020-2021,db456d6a-757a-48f5-8784-49dbdf9aa875,87
33,4b7882a1-2de1-4c93-bf16-0592e4eb0c7f,2020,2020-2021,2b0f129c-7e94-4abb-899f-fdca757785c7,62
97,28f5296b-9af4-4735-b07f-621ea1ba8bac,2020,2020-2021,328d3390-b1d8-4f5b-b7b2-56b0b1fd42a0,7
238,1b5bea65-0689-4e9a-b7cc-9c095bacf9ab,2020,2020-2021,039e473b-2831-488f-bc10-1e3f11b1326d,93
161,1d989adb-5628-4055-96c6-3b2d57da9ad3,2020,2020-2021,4394a0f8-9eb7-4ab0-930b-1614c2168e35,54
164,87b00770-6fcb-4889-81e7-4005fedb49f5,2020,2020-2021,4dd88a0a-0796-4d79-b8f0-9c7a9fe3c131,11
95,9d1ea071-bd3b-4092-a213-2dc4e4d305ba,2020,2020-2021,58a890a5-d507-43a8-a1fb-9e5a76aac059,50
245,751212cc-29ea-4e3e-a160-9c89837e47ba,2020,2020-2021,49bee011-847a-400a-a55a-3fa059cc853e,13
203,65fa8877-cb9c-40f5-aeef-d115a187467a,2020,2020-2021,30ec57ea-1129-41ff-816a-f94bddb2c8c8,54
181,84553a8e-9962-44a7-98de-8f1258d0f9df,2020,2020-2021,63b9f481-324b-4cd3-a377-1f5d9dbf22e8,55
208,83941a8f-7bbd-40ab-ab99-8da7c9d1f187,2020,2020-2021,fa185026-924d-4bff-876b-0417addc4329,29
100,67f52a53-1e03-4dad-a4f8-20f49d0b742a,2020,2020-2021,b4975df5-33ab-42ce-9a35-53046b5a2a4e,39
197,d50ec25c-65d4-4cc5-acc1-40acd664402f,2020,2020-2021,d00082a2-988c-4e12-8a35-9aded17f3f05,50
234,a404df01-a05c-4d96-b19d-1c924ca23991,2020,2020-2021,8f9a17d0-2d5a-4fb6-8b63-351a863aecd5,19
152,0350635a-20ae-4a35-92b3-4209715ac6ef,2020,2020-2021,0ada81e3-b4cb-488d-bd22-4b146e9706ac,86
75,eb8f6919-f719-49a4-8913-f6eb9bcef577,2020,2020-2021,d4e4efd3-5f6b-4f6c-a662-b58053aad714,77
131,4ff38f1c-3026-472b-9d18-47f054437a69,2020,2020-2021,4e5b062d-4661-41d4-9fe6-1ed4473fbd3c,4
50,c196ec26-cf73-4636-bec9-c03cebc6718f,2020,2020-2021,541f28d9-e0f0-47b2-8723-1c8f60a7a6db,80
11,167d93de-6eef-4857-acdf-52cc08a8d36c,2020,2020-2021,661dc520-8ee0-4b92-8e3a-452052aeb720,20
221,b8f487e2-8756-4d3c-94f0-a80ecd2c48cf,2020,2020-2021,8f94decd-f0a9-4c7a-a795-8b032d759ae4,69
49,c6ade11d-d4e8-44da-8020-4bedd016dbd5,2020,2020-2021,60280bf2-e63b-408a-8399-6cc0a9ae0230,46
41,20673d2d-6138-4674-814c-54f2ae62e5a1,2020,2020-2021,e6fee5bd-f14b-44fc-819b-caad32e7e279,77
70,3fc36d8d-eb66-46c9-b10c-b5a3be968cd8,2020,2020-2021,0a38f7a7-1c90-4880-a6f0-177b827c8bfc,14
229,bab4ef55-5aa7-463b-b4d2-2074feb4b921,2020,2020-2021,3c2074ee-1ca6-4615-9a75-7f6e6d50f563,40
237,471e404f-bd50-4c4e-9df8-48bdd5554802,2020,2020-2021,bb3049b9-18d6-4ec7-b53b-d59942721828,48
194,1b5e4201-dae6-4bc1-816a-51a8b6158596,2020,2020-2021,cd5cbbf4-48cb-4c74-91a1-0382868df0b0,43
106,0932723a-945e-48ab-a922-a48249b4324f,2020,2020-2021,63362d37-c822-472f-af28-18e3d9ad9108,21
185,3ec6fbf0-0f0e-45f3-bfd9-5a66d5f1e5fe,2020,2020-2021,2f44ccf0-f6d3-48a3-82a1-7b953850a883,45
239,f24e459a-836c-48d4-a985-44d1fee78b8e,2020,2020-2021,784a058b-93e9-4185-ab76-88cf34451e5a,10
2,0d8a4171-2a6a-41ea-94b1-d68af4b40b2d,2020,2020-2021,e52a537c-55a7-4da4-85e8-afafb8f42528,97
70,3a1dd99a-2bb3-4f33-a288-d58663991ee5,2020,2020-2021,1dd65eed-6768-4c67-8316-3006e6a0428e,26
27,29f3780b-f7b8-4f13-8896-67051090f4db,2020,2020-2021,b4c56249-3fa7-4dc7-9844-eae4f1cc5b0b,2
41,9096f45c-6be6-497c-abe4-27945d28b7eb,2020,2020-2021,16fd7f7e-4af7-4ea1-916b-7b737ca5f5f8,88
196,d984281b-6d59-4c0a-8087-a44c2d9f2ec5,2020,2020-2021,052c3094-7628-4343-bfbd-54399d0793ae,67
